source_id,case_id,source_type,title,publisher_or_custodian,url,identifier,version_or_date,accessed_utc,retrieval_conditions,raw_path,file_size_bytes,sha256,license_or_terms,completeness,notes
CROSSREF-PA014,,bibliographic_metadata,Crossref exact DOI metadata: Technological paradigms and technological trajectories,Crossref,https://api.crossref.org/works/10.1016%2F0048-7333%2882%2990016-6,10.1016/0048-7333(82)90016-6,API response 2026-09-24,2026-09-24T10:10:00Z,Crossref REST API exact DOI lookup,data/raw/prior_art/doi/PA014_10-1016-0048-7333-82-90016-6_crossref_2026-09-24.json,11248,764ebc63b9450e178ae17103402ba09cb0053cb1dff9cc79b241b1149c31727c,Crossref metadata API terms,complete_exact_doi_record,Retained Phase 2 reference
CROSSREF-PA015,,bibliographic_metadata,Crossref exact DOI metadata: Battles for technological dominance: an integrative framework,Crossref,https://api.crossref.org/works/10.1016%2Fj.respol.2003.07.001,10.1016/j.respol.2003.07.001,API response 2026-09-24,2026-09-24T10:10:00Z,Crossref REST API exact DOI lookup,data/raw/prior_art/doi/PA015_10-1016-j-respol-2003-07-001_crossref_2026-09-24.json,19447,53b8c152078543b68cb7b359a15666800d3e5ef8594d9695a0b51f236bd3fed5,Crossref metadata API terms,complete_exact_doi_record,Retained Phase 2 reference
CROSSREF-PA016,,bibliographic_metadata,Crossref exact DOI metadata: A World of Standards but not a Standard World: Toward a Sociology of Standards and Standardization,Crossref,https://api.crossref.org/works/10.1146%2Fannurev.soc.012809.102629,10.1146/annurev.soc.012809.102629,API response 2026-09-24,2026-09-24T10:10:00Z,Crossref REST API exact DOI lookup,data/raw/prior_art/doi/PA016_10-1146-annurev-soc-012809-102629_crossref_2026-09-24.json,15083,468969931adb904c7782930cd796ab256030f47cfc81131f1718da4580b3e607,Crossref metadata API terms,complete_exact_doi_record,Retained Phase 2 reference
CROSSREF-PA017,,bibliographic_metadata,Crossref exact DOI metadata: The Role of Standards in Innovation,Crossref,https://api.crossref.org/works/10.1016%2FS0040-1625%2899%2900104-3,10.1016/s0040-1625(99)00104-3,API response 2026-09-24,2026-09-24T10:10:00Z,Crossref REST API exact DOI lookup,data/raw/prior_art/doi/PA017_10-1016-s0040-1625-99-00104-3_crossref_2026-09-24.json,7880,d2ddc785713ee01df3a14cbc14085b3cc285ec2fd22aef7de79c9a9d628745ab,Crossref metadata API terms,complete_exact_doi_record,Retained Phase 2 reference
CROSSREF-PA018,,bibliographic_metadata,Crossref exact DOI metadata: Standards and innovation: A review and introduction to the special issue,Crossref,https://api.crossref.org/works/10.1016%2Fj.respol.2023.104830,10.1016/j.respol.2023.104830,API response 2026-09-24,2026-09-24T10:10:00Z,Crossref REST API exact DOI lookup,data/raw/prior_art/doi/PA018_10-1016-j-respol-2023-104830_crossref_2026-09-24.json,32538,873ca0b2764247b84f8962a799ef8f8188d682ae2d579611783361cafa394244,Crossref metadata API terms,complete_exact_doi_record,Retained Phase 2 reference
CROSSREF-PA019,,bibliographic_metadata,Crossref exact DOI metadata: Multi-mode standardisation: A critical review and a research agenda,Crossref,https://api.crossref.org/works/10.1016%2Fj.respol.2017.06.002,10.1016/j.respol.2017.06.002,API response 2026-09-24,2026-09-24T10:10:00Z,Crossref REST API exact DOI lookup,data/raw/prior_art/doi/PA019_10-1016-j-respol-2017-06-002_crossref_2026-09-24.json,42373,b4f5e69d9aa2b6c3c1490db61091082c5387c332acaa525c93ee9243caf1d06d,Crossref metadata API terms,complete_exact_doi_record,Retained Phase 2 reference
CROSSREF-PA020,,bibliographic_metadata,"Crossref exact DOI metadata: The interplay between product innovation, publishing, patenting and developing standards",Crossref,https://api.crossref.org/works/10.1016%2Fj.respol.2022.104556,10.1016/j.respol.2022.104556,API response 2026-09-24,2026-09-24T10:10:00Z,Crossref REST API exact DOI lookup,data/raw/prior_art/doi/PA020_10-1016-j-respol-2022-104556_crossref_2026-09-24.json,36406,cb4c70f700d7faf782f4fe6e403167bbb8dd73085f764e7db9341d15dbf7ec1b,Crossref metadata API terms,complete_exact_doi_record,Retained Phase 2 reference
CROSSREF-PA021,,bibliographic_metadata,Crossref exact DOI metadata: Paving the path: drivers of standardization participation at ISO,Crossref,https://api.crossref.org/works/10.1007%2Fs10961-021-09871-4,10.1007/s10961-021-09871-4,API response 2026-09-24,2026-09-24T10:10:00Z,Crossref REST API exact DOI lookup,data/raw/prior_art/doi/PA021_10-1007-s10961-021-09871-4_crossref_2026-09-24.json,31216,9ca44b7e655afd2c59f8542619c742c82dcafae919de7e233ea279ca8dc73fd1,Crossref metadata API terms,complete_exact_doi_record,Retained Phase 2 reference
CROSSREF-PA022,,bibliographic_metadata,Crossref exact DOI metadata: Digital Innovation Management: Reinventing Innovation Management Research in a Digital World,Crossref,https://api.crossref.org/works/10.25300%2FMISQ%2F2017%2F41%3A1.03,10.25300/misq/2017/41:1.03,API response 2026-09-24,2026-09-24T10:10:00Z,Crossref REST API exact DOI lookup,data/raw/prior_art/doi/PA022_10-25300-misq-2017-41-1-03_crossref_2026-09-24.json,39139,cda55c9410d45215248cb7b59e5eec62b208fd9629bf9d073ea17f88c3c09b23,Crossref metadata API terms,complete_exact_doi_record,Retained Phase 2 reference
CROSSREF-PA023,,bibliographic_metadata,Crossref exact DOI metadata: The New Organizing Logic of Digital Innovation: An Agenda for Information Systems Research,Crossref,https://api.crossref.org/works/10.1287%2Fisre.1100.0322,10.1287/isre.1100.0322,API response 2026-09-24,2026-09-24T10:10:00Z,Crossref REST API exact DOI lookup,data/raw/prior_art/doi/PA023_10-1287-isre-1100-0322_crossref_2026-09-24.json,7443,c46ccf30458189be4dc6da06e1c231738a3c54b919e882787dbdd0203c43c859,Crossref metadata API terms,complete_exact_doi_record,Retained Phase 2 reference
CROSSREF-PA024,,bibliographic_metadata,Crossref exact DOI metadata: Standards battles for business-to-government data exchange: Identifying success factors for standard dominance using the Best Worst Method,Crossref,https://api.crossref.org/works/10.1016%2Fj.techfore.2018.07.041,10.1016/j.techfore.2018.07.041,API response 2026-09-24,2026-09-24T10:10:00Z,Crossref REST API exact DOI lookup,data/raw/prior_art/doi/PA024_10-1016-j-techfore-2018-07-041_crossref_2026-09-24.json,22562,4ea73f9e9e5f53133038b9f53d76d73b80d5f0b01bcd38fdfeddb47a3811a627,Crossref metadata API terms,complete_exact_doi_record,Retained Phase 2 reference
CROSSREF-PA025,,bibliographic_metadata,"Crossref exact DOI metadata: Standard wars, tied standards, and network externality induced path dependence in the ICT sector",Crossref,https://api.crossref.org/works/10.1016%2Fj.techfore.2013.04.015,10.1016/j.techfore.2013.04.015,API response 2026-09-24,2026-09-24T10:10:00Z,Crossref REST API exact DOI lookup,data/raw/prior_art/doi/PA025_10-1016-j-techfore-2013-04-015_crossref_2026-09-24.json,14545,3753033a086f1825425b0e5eaede509380d4ad271e20b2153486be23ca7e7479,Crossref metadata API terms,complete_exact_doi_record,Retained Phase 2 reference
CROSSREF-PA026,,bibliographic_metadata,Crossref exact DOI metadata: Lock-in and break-out from technological trajectories: Modeling and policy implications,Crossref,https://api.crossref.org/works/10.1016%2Fj.techfore.2009.02.004,10.1016/j.techfore.2009.02.004,API response 2026-09-24,2026-09-24T10:10:00Z,Crossref REST API exact DOI lookup,data/raw/prior_art/doi/PA026_10-1016-j-techfore-2009-02-004_crossref_2026-09-24.json,22874,54ced50430a5d49da4795c18ac4dc8e8b4257f37afaa3218207b303e02303547,Crossref metadata API terms,complete_exact_doi_record,Retained Phase 2 reference
CROSSREF-PA027,,bibliographic_metadata,Crossref exact DOI metadata: Escaping lock-in: The case of the electric vehicle,Crossref,https://api.crossref.org/works/10.1016%2F0040-1625%2896%2900059-5,10.1016/0040-1625(96)00059-5,API response 2026-09-24,2026-09-24T10:10:00Z,Crossref REST API exact DOI lookup,data/raw/prior_art/doi/PA027_10-1016-0040-1625-96-00059-5_crossref_2026-09-24.json,8528,28179b0a19f64a300ea39b0483edab04c248163301e9b50c10ef1b7fcf3883c8,Crossref metadata API terms,complete_exact_doi_record,Retained Phase 2 reference
CROSSREF-PA028,,bibliographic_metadata,Crossref exact DOI metadata: Governance experimentation and factors of success in socio-technical transitions in the urban water sector,Crossref,https://api.crossref.org/works/10.1016%2Fj.techfore.2012.04.006,10.1016/j.techfore.2012.04.006,API response 2026-09-24,2026-09-24T10:10:00Z,Crossref REST API exact DOI lookup,data/raw/prior_art/doi/PA028_10-1016-j-techfore-2012-04-006_crossref_2026-09-24.json,22602,662bd4da246dc81abb5c87412cab21c308361c0272261d7da637727d34667163,Crossref metadata API terms,complete_exact_doi_record,Retained Phase 2 reference
CROSSREF-PA029,,bibliographic_metadata,Crossref exact DOI metadata: Real-time foresight — Preparedness for dynamic networks,Crossref,https://api.crossref.org/works/10.1016%2Fj.techfore.2015.05.016,10.1016/j.techfore.2015.05.016,API response 2026-09-24,2026-09-24T10:10:00Z,Crossref REST API exact DOI lookup,data/raw/prior_art/doi/PA029_10-1016-j-techfore-2015-05-016_crossref_2026-09-24.json,35787,d9671db9672c3cf4d4967646bc4eff38fab323add321cee21fee2abfe88349a5,Crossref metadata API terms,complete_exact_doi_record,Retained Phase 2 reference
CROSSREF-PA030,,bibliographic_metadata,Crossref exact DOI metadata: Consumers' switching to disruptive technology products: The roles of comparative economic value and technology type,Crossref,https://api.crossref.org/works/10.1016%2Fj.techfore.2018.12.023,10.1016/j.techfore.2018.12.023,API response 2026-09-24,2026-09-24T10:10:00Z,Crossref REST API exact DOI lookup,data/raw/prior_art/doi/PA030_10-1016-j-techfore-2018-12-023_crossref_2026-09-24.json,32971,773614603ffe38a6d73ad480144e9f088c68f875cfe33d38fb71e3b45f9c79d6,Crossref metadata API terms,complete_exact_doi_record,Retained Phase 2 reference
CROSSREF-PA031,,bibliographic_metadata,"Crossref exact DOI metadata: Catch-up in ICT standards: Policy, implementation and standards-setting in South Korea",Crossref,https://api.crossref.org/works/10.1016%2Fj.techfore.2011.10.007,10.1016/j.techfore.2011.10.007,API response 2026-09-24,2026-09-24T10:10:00Z,Crossref REST API exact DOI lookup,data/raw/prior_art/doi/PA031_10-1016-j-techfore-2011-10-007_crossref_2026-09-24.json,17026,1235450f2656183f4017ad02d10d327fa273d55eaae2cd70441da81c22b65260,Crossref metadata API terms,complete_exact_doi_record,Retained Phase 2 reference
CROSSREF-PA032,,bibliographic_metadata,Crossref exact DOI metadata: Processes and patterns in transitions and system innovations: Refining the co-evolutionary multi-level perspective,Crossref,https://api.crossref.org/works/10.1016%2Fj.techfore.2004.08.014,10.1016/j.techfore.2004.08.014,API response 2026-09-24,2026-09-24T10:10:00Z,Crossref REST API exact DOI lookup,data/raw/prior_art/doi/PA032_10-1016-j-techfore-2004-08-014_crossref_2026-09-24.json,10753,61518fa2bf803abc1dc3e490a18258a667ddfc0fe3df1c9c8847a28a58ef6346,Crossref metadata API terms,complete_exact_doi_record,Retained Phase 2 reference
SEL-BE03-UCI-META,BE03,dataset_metadata,UCI Occupancy Detection dataset metadata,UCI Machine Learning Repository,https://archive.ics.uci.edu/api/dataset?id=357,UCI dataset 357; DOI 10.24432/C5X01N,last updated 2024-04-13,2026-09-24T09:49:46Z,Public HTTP API,data/raw/case_selection/BE03_uci_occupancy_metadata_2026-09-24.json,3268,3615bf0faa2a7f63b8f3a24dbb26fd2b3974802c6be0a50d3bf592548ecb160a,UCI repository terms; dataset page states CC BY 4.0,complete_requested_resource,Selection evidence and data documentation; existing_snapshot_not_overwritten
SEL-BE03-UCI-DATA,BE03,observational_dataset,Occupancy Detection data,UCI Machine Learning Repository,https://archive.ics.uci.edu/static/public/357/data.csv,UCI dataset 357; DOI 10.24432/C5X01N,repository file accessed 2026-09-24,2026-09-24T09:49:46Z,Public HTTP download,data/raw/case_selection/BE03_uci_occupancy_data_2026-09-24.csv,1434328,3648f2aa7026c24b1fcf69f463a696898a37949046aabf2db4e263e2769b9530,CC BY 4.0 per UCI metadata,complete_requested_resource,Observed office environmental and occupancy time series; existing_snapshot_not_overwritten
SEL-WK07-NASA-DATA,WK07,simulation_dataset,C-MAPSS turbofan engine degradation simulation data,NASA Prognostics Center of Excellence,https://data.nasa.gov/docs/legacy/CMAPSSData.zip,NASA C-MAPSS legacy dataset,legacy archive accessed 2026-09-24,2026-09-24T09:49:46Z,Public HTTP download,data/raw/case_selection/WK07_CMAPSSData_2026-09-24.zip,12425978,74bef434a34db25c7bf72e668ea4cd52afe5f2cf8e44367c55a82bfd91a5a34f,NASA open-data terms,complete_requested_resource,Simulated run-to-failure data; must not be described as observed equipment data; existing_snapshot_not_overwritten
SEL-WK07-NASA-PAPER,WK07,method_documentation,Review and Analysis of Algorithmic Approaches Developed for Prognostics on CMAPSS Dataset,NASA Technical Reports Server,https://ntrs.nasa.gov/api/citations/20150007677/downloads/20150007677.pdf,NASA NTRS 20150007677,2015,2026-09-24T09:49:46Z,Public HTTP download,data/raw/case_selection/WK07_nasa_cmapss_review_2015.pdf,177310,5b42232526e3f3ffb7167a712f609c5ebc49b58d58d4536929ec18ffbc466c74,NASA technical report terms,complete_requested_resource,Dataset scope and prognostics context; existing_snapshot_not_overwritten
SEL-UI01-OPSD-DATA,UI01,observational_dataset,"Open Power System Data time series, 60-minute single-index format",Open Power System Data,https://data.open-power-system-data.org/time_series/2020-10-06/time_series_60min_singleindex.csv,OPSD time_series 2020-10-06,2020-10-06,2026-09-24T09:49:46Z,Public HTTP download; full 60-minute file,data/raw/case_selection/UI01_opsd_time_series_60min_2020-10-06.csv,130339665,6a7f2bc571314cbf9c321cc03437691cd4be95c3a6f075e60ff99e8035c704c8,Open Power System Data package terms; source licenses documented by column,complete_requested_resource,"Observed European load, generation, and price series through mid-2020; existing_snapshot_not_overwritten"
SEL-UI01-DOE-RATES,UI01,government_report,"Customer Acceptance, Retention, and Response to Time-Based Rates",United States Department of Energy,https://www.energy.gov/sites/prod/files/2016/12/f34/CBS_Final_Program_Impact_Report_Draft_20161101_0.pdf,DOE Consumer Behavior Studies final program impact report,2016,2026-09-24T09:49:46Z,Public HTTP download,data/raw/case_selection/UI01_doe_time_based_rates_2016.pdf,1658409,6abbf75f3c097d8258c1a25efb40996d4670bf7aa95cc06fd23c0ac060e7bc5f,United States government publication,complete_requested_resource,Documents AMI-enabled time-based pricing and randomized utility studies; existing_snapshot_not_overwritten
SEL-UI09-FAO56,UI09,technical_guideline,"Crop evapotranspiration: Guidelines for computing crop water requirements, revised edition",Food and Agriculture Organization of the United Nations,https://openknowledge.fao.org/server/api/core/bitstreams/adb9d711-428b-42da-a47f-db6f8b804848/content,FAO Irrigation and Drainage Paper 56 Rev.1; ISBN 978-92-5-140060-9,2025 revised edition,2026-09-24T09:49:46Z,Public FAO repository download,data/raw/case_selection/UI09_fao56_rev1_2025.pdf,22364666,85c5657fa6b8519e2111ea8cdb1b39cbe440bd710a9cd154aed7dd57edc5e64d,FAO Open Knowledge Repository terms,complete_requested_resource,Current crop-water-requirement and irrigation-scheduling methods; existing_snapshot_not_overwritten
SEL-UI09-NASA-POWER,UI09,observational_reanalysis_dataset,"NASA POWER daily agricultural meteorology for Davis, California",NASA Langley Research Center POWER Project,"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M_MAX,T2M_MIN,T2M,RH2M,WS2M,ALLSKY_SFC_SW_DWN,PRECTOTCORR&community=AG&longitude=-121.7405&latitude=38.5449&start=20150101&end=20241231&format=JSON&time-standard=LST","NASA POWER point request, Davis CA, 2015-01-01 to 2024-12-31",API response accessed 2026-09-24,2026-09-24T09:49:46Z,Public NASA POWER daily API; one complete point request,data/raw/case_selection/UI09_nasa_power_davis_2015_2024_2026-09-24.json,420593,a8b5e65faf0c7722b32c04127b02806452e70a1019765ce01c73d19d22d3390b,NASA POWER data-access terms,complete_requested_resource,Daily meteorological input; source is analysis-ready satellite/model-derived data; existing_snapshot_not_overwritten
SEL-TR01-FHWA,TR01,government_manual,Traffic Signal Timing Manual,United States Federal Highway Administration,https://ops.fhwa.dot.gov/publications/fhwahop08024/fhwa_hop_08_024.pdf,FHWA-HOP-08-024,2008 archived first edition,2026-09-24T09:49:46Z,Public HTTP download,data/raw/case_selection/TR01_fhwa_signal_timing_manual_2008.pdf,8579220,675df7afec87adcef9a6218c14be35a58d153476e0a422a67d734b8634a6df7b,United States government publication,complete_requested_resource,Defines pre-timed and actuated control; supplementary-case evidence; existing_snapshot_not_overwritten
SEL-TR01-NYC-META,TR01,dataset_metadata,Traffic Volume Counts (Historical) metadata,New York City Department of Transportation,https://data.cityofnewyork.us/api/views/btm5-ppia,NYC Open Data btm5-ppia,dataset metadata accessed 2026-09-24,2026-09-24T09:49:46Z,Public Socrata metadata API,data/raw/case_selection/TR01_nyc_traffic_counts_metadata_2026-09-24.json,55594,aeef606b1956628468abcd7fd88c22dd679a7ddf6ef441934052c7a1e56fa93d,NYC Open Data terms,complete_requested_resource,"Documents columns, provenance, and last update; existing_snapshot_not_overwritten"
SEL-TR01-NYC-DATA,TR01,observational_dataset,"Traffic Volume Counts (Historical), complete Socrata export",New York City Department of Transportation,https://data.cityofnewyork.us/resource/btm5-ppia.csv?$limit=1000000,NYC Open Data btm5-ppia,dataset export accessed 2026-09-24,2026-09-24T09:49:46Z,Public Socrata API; one request with limit above published row count,data/raw/case_selection/TR01_nyc_traffic_counts_complete_2026-09-24.csv,9968307,a7ee5895d8d05a107157847af913005df7d5b636edc91992c44985d5a40e3ac5,NYC Open Data terms,complete_requested_resource,Complete published table at retrieval; row count validated after download; existing_snapshot_not_overwritten
